62466 ,Fårö ,Gotland ,05 ,57.9167 ,19.1333 ,4
62467 ,Fårö ,Gotland ,05 ,57.9167 ,19.1333 ,4
74950 ,Ekolsund ,Uppsala ,21 ,59.6167 ,17.3667 ,4
73494 ,Strömsholm ,Västmanland ,25 ,59.5333 ,16.25 ,4
13220 ,Saltsjö-boo ,Stockholm ,26 ,59.3173 ,18.255 ,4
19040 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19045 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19046 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19047 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19050 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19060 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19090 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,
19587 ,Stockholm ,Stockholm ,26 ,59.3326 ,18.0649 ,4
21845 ,Vintrie ,Skåne ,27 ,55.55 ,12.9667 ,4
23040 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,4
23041 ,Klågerup ,Skåne ,27 ,55.6 ,13.25 ,4
23053 ,Alnarp ,Skåne ,27 ,55.6583 ,13.0833 ,4
23302 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23361 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23362 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23363 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23364 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23365 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23375 ,Klagerup ,Skåne ,27 ,55.5833 ,13.2 ,
23376 ,Klågerup ,Skåne ,27 ,55.6 ,13.25 ,
23456 ,Alnarp ,Skåne ,27 ,55.6583 ,13.0833 ,
26172 ,Häljarp ,Skåne ,27 ,55.85 ,12.9167 ,4
26173 ,Häljarp ,Skåne ,27 ,55.85 ,12.9167 ,4
26620 ,Munka-ljungby ,Skåne ,27 ,56.25 ,12.9667 ,4
42720 ,Billdal ,Västra Götaland ,28 ,57.5667 ,11.9333 ,4
42724 ,Billdal ,Västra Götaland ,28 ,57.5667 ,11.9333 ,4
18600 ,Vallentuna ,Stockholm ,AB ,Vallentuna ,0115 ,59.5344 ,18.0776 ,4
17627 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17668 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17669 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17670 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17671 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17672 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17673 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17674 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17675 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17676 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17677 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17680 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17710 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17721 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17722 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17723 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17724 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17725 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17728 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17730 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17731 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17732 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17733 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17734 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17735 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17736 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17737 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17738 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17739 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17740 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17741 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17742 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17743 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,
17744 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,
17745 ,Järfalla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,
17747 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,
17750 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17751 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17752 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17753 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17754 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17755 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17756 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17757 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17758 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17759 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17760 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17761 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17762 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17763 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17764 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17765 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,
17770 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17771 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17780 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17781 ,Järfälla ,Stockholm ,AB ,Järfälla ,0123 ,59.3501 ,17.9658 ,1
17800 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17802 ,Drottningholm ,Stockholm ,AB ,Ekerö ,0125 ,59.3251 ,17.8878 ,4
17821 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17822 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17823 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17824 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17830 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17831 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17832 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17833 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17834 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17835 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17836 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17837 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17838 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17839 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17840 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17841 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,
17851 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17852 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17853 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17854 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17890 ,Ekerö ,Stockholm ,AB ,Ekerö ,0125 ,59.291 ,17.8121 ,4
17891 ,Munsö ,Stockholm ,AB ,Ekerö ,0125 ,59.3081 ,17.85 ,1
17892 ,Adelsö ,Stockholm ,AB ,Ekerö ,0125 ,59.3081 ,17.85 ,1
17893 ,Drottningholm ,Stockholm ,AB ,Ekerö ,0125 ,59.3251 ,17.8878 ,4
17903 ,Stenhamra ,Stockholm ,AB ,Ekerö ,0125 ,59.3333 ,17.6667 ,4
17904 ,Färentuna ,Stockholm ,AB ,Ekerö ,0125 ,59.35 ,17.7 ,1
17905 ,Svartsjö ,Stockholm ,AB ,Ekerö ,0125 ,59.3667 ,17.7333 ,4
17960 ,Stenhamra ,Stockholm ,AB ,Ekerö ,0125 ,59.3333 ,17.6667 ,4
17961 ,Stenhamra ,Stockholm ,AB ,Ekerö ,0125 ,59.3333 ,17.6667 ,4
17962 ,Stenhamra ,Stockholm ,AB ,Ekerö ,0125 ,59.3333 ,17.6667 ,4
17963 ,Stenhamra ,Stockholm ,AB ,Ekerö ,0125 ,59.3333 ,17.6667 ,4
17965 ,Stenhamra ,Stockholm ,AB ,Ekerö ,0125 ,59.3333 ,17.6667 ,4
17975 ,Skå ,Stockholm ,AB ,Ekerö ,0125 ,59.3333 ,17.7333 ,4
17995 ,Svartsjö ,Stockholm ,AB ,Ekerö ,0125 ,59.3667 ,17.7333 ,4
17996 ,Svartsjö ,Stockholm ,AB ,Ekerö ,0125 ,59.3667 ,17.7333 ,4
17997 ,Färentuna ,Stockholm ,AB ,Ekerö ,0125 ,59.3667 ,17.7333 ,1
17998 ,Färentuna ,Stockholm ,AB ,Ekerö ,0125 ,59.3667 ,17.7333 ,1
12755 ,Skärholmen ,Stockholm ,AB ,Huddinge ,0126 ,59.2755 ,17.902 ,4
12784 ,Skärholmen ,Stockholm ,AB ,Huddinge ,0126 ,59.2755 ,17.902 ,4
14100 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14101 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14102 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14104 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14105 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14106 ,Kungens Kurva ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,1
14107 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14108 ,Kungens Kurva ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,
14109 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14112 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14116 ,Segeltorp ,Stockholm ,AB ,Huddinge ,0126 ,59.2833 ,17.9333 ,
14117 ,Segeltorp ,Stockholm ,AB ,Huddinge ,0126 ,59.2833 ,17.9333 ,
14118 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14119 ,Segeltorp ,Stockholm ,AB ,Huddinge ,0126 ,59.2833 ,17.9333 ,
14121 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14122 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14123 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14124 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14125 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14126 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14127 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14128 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14130 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14131 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14132 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14133 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14134 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14135 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14136 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,
14137 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14138 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14139 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14140 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14141 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14142 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14143 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14144 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14145 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14146 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14147 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14148 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14149 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14150 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14151 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14152 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14153 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14154 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14155 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14156 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14157 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14158 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,
14159 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14160 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14161 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14162 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14163 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,
14168 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,
14169 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,
14170 ,Segeltorp ,Stockholm ,AB ,Huddinge ,0126 ,59.2833 ,17.9333 ,4
14171 ,Segeltorp ,Stockholm ,AB ,Huddinge ,0126 ,59.2833 ,17.9333 ,4
14172 ,Segeltorp ,Stockholm ,AB ,Huddinge ,0126 ,59.2833 ,17.9333 ,4
14173 ,Segeltorp ,Stockholm ,AB ,Huddinge ,0126 ,59.2833 ,17.9333 ,4
14174 ,Segeltorp ,Stockholm ,AB ,Huddinge ,0126 ,59.2833 ,17.9333 ,
14175 ,Kungens Kurva ,Stockholm ,AB ,Huddinge ,0126 ,59.2833 ,17.9333 ,1
14181 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14183 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14184 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14185 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14187 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14188 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14189 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14191 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,4
14192 ,Huddinge ,Stockholm ,AB ,Huddinge ,0126 ,59.237 ,17.9819 ,
14200 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14202 ,Trångsund ,Stockholm ,AB ,Huddinge ,0126 ,59.2333 ,18.1333 ,4
14221 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14222 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14225 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14229 ,Trångsund ,Stockholm ,AB ,Huddinge ,0126 ,59.2333 ,18.1333 ,4
14230 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14231 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14232 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14233 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14234 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14235 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14240 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14241 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14242 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14243 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14250 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14251 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14252 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14253 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14260 ,Trångsund ,Stockholm ,AB ,Huddinge ,0126 ,59.2333 ,18.1333 ,4
14261 ,Trångsund ,Stockholm ,AB ,Huddinge ,0126 ,59.2333 ,18.1333 ,4
14262 ,Trångsund ,Stockholm ,AB ,Huddinge ,0126 ,59.2333 ,18.1333 ,4
14263 ,Trångsund ,Stockholm ,AB ,Huddinge ,0126 ,59.2333 ,18.1333 ,4
14264 ,Trångsund ,Stockholm ,AB ,Huddinge ,0126 ,59.2333 ,18.1333 ,4
14265 ,Trångsund ,Stockholm ,AB ,Huddinge ,0126 ,59.2333 ,18.1333 ,4
14266 ,Trångsund ,Stockholm ,AB ,Huddinge ,0126 ,59.2333 ,18.1333 ,4
14281 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14282 ,Trångsund ,Stockholm ,AB ,Huddinge ,0126 ,59.2333 ,18.1333 ,4
14291 ,Skogås ,Stockholm ,AB ,Huddinge ,0126 ,59.2167 ,18.15 ,4
14300 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14301 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14303 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14330 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14331 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14332 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14335 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14340 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14341 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14342 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14343 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14344 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14345 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14347 ,Vårby ,Stockholm ,AB ,Huddinge ,0126 ,59.2667 ,17.8833 ,4
14500 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14501 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14502 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14503 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14504 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14505 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,
14550 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14551 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14552 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14553 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14556 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14557 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14558 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14559 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14560 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14563 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14564 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14565 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14567 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14568 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14569 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14570 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14571 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14572 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14573 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14574 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14575 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,
14576 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,
14581 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14583 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14588 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14590 ,Norsborg ,Stockholm ,AB ,Botkyrka ,0127 ,59.25 ,17.7833 ,4
14600 ,Tullinge ,Stockholm ,AB ,Botkyrka ,0127 ,59.2 ,17.8833 ,4
14621 ,Tullinge ,Stockholm ,AB ,Botkyrka ,0127 ,59.2 ,17.8833 ,4
14622 ,Tullinge ,Stockholm ,AB ,Botkyrka ,0127 ,59.2 ,17.8833 ,4
14630 ,Tullinge ,Stockholm ,AB ,Botkyrka ,0127 ,59.2 ,17.8833 ,4
14631 ,Tullinge ,Stockholm ,AB ,Botkyrka ,0127 ,59.2 ,17.8833 ,4
14632 ,Tullinge ,Stockholm ,AB ,Botkyrka ,0127 ,59.2 ,17.8833 ,4
